user_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
U1756,4,4,765.78,5,5,4,Champions
U1757,48,1,490.99,1,1,3,Lost
U1758,6,1,434.56,5,1,3,Loyal
U1759,24,2,867.46,3,3,5,Loyal
U1760,41,1,258.7,1,1,2,Lost
U1761,6,1,161.89,5,1,1,At Risk
U1762,27,3,717.69,2,4,4,Loyal
U1763,2,3,987.77,5,4,5,Champions
U1764,13,1,50.08,4,1,1,At Risk
U1765,11,3,763.55,4,4,4,Champions
U1766,49,2,746.1,1,3,4,At Risk
U1767,18,1,371.89,3,1,2,At Risk
U1768,36,1,98.16,2,1,1,Lost
U1769,43,1,260.2,1,1,2,Lost
U1770,1,2,574.29,5,3,4,Champions
U1771,8,1,237.81,4,1,2,At Risk
U1773,28,3,842.47,2,4,5,Loyal
U1777,19,1,264.19,3,1,2,At Risk
U1778,28,2,225.31,2,3,2,At Risk
U1779,6,2,557.47,5,3,4,Champions
U1782,33,1,201.56,2,1,1,Lost
U1783,2,3,648.5600000000001,5,4,4,Champions
U1784,38,1,458.68,2,1,3,At Risk
U1785,9,3,415.38,4,4,3,Loyal
U1786,3,7,1870.6200000000001,5,5,5,Champions
U1787,45,2,583.69,1,3,4,At Risk
U1790,11,2,618.9,4,3,4,Loyal
U1791,12,1,404.7,4,1,3,At Risk
U1792,44,2,799.0899999999999,1,3,5,Loyal
U1793,26,2,557.54,2,3,4,Loyal
U1795,21,2,351.59,3,3,2,At Risk
U1796,52,1,191.46,1,1,1,Lost
U1798,12,1,229.42,4,1,2,At Risk
U1799,19,3,265.24,3,4,2,Loyal
U1800,36,3,991.79,2,4,5,Loyal
U1801,35,1,216.59,2,1,1,Lost
U1803,47,1,233.58,1,1,2,Lost
U1805,12,5,963.02,4,5,5,Champions
U1806,10,2,557.01,4,3,4,Loyal
U1807,4,2,477.77,5,3,3,Loyal
U1808,26,3,1080.6,2,4,5,Loyal
U1809,1,1,160.32,5,1,1,At Risk
U1810,21,2,462.71000000000004,3,3,3,Loyal
U1813,15,1,213.68,4,1,1,At Risk
U1814,23,1,359.04,3,1,2,At Risk
U1815,36,2,511.19,2,3,3,At Risk
U1816,60,1,309.55,1,1,2,Lost
U1817,28,2,633.71,2,3,4,Loyal
U1818,47,1,68.23,1,1,1,Lost
U1819,32,2,720.28,2,3,4,Loyal
U1821,28,1,322.98,2,1,2,Lost
U1823,18,3,837.75,3,4,5,Champions
U1824,38,1,187.93,2,1,1,Lost
U1825,49,1,314.23,1,1,2,Lost
U1826,43,4,1306.1,1,5,5,Loyal
U1827,53,1,381.49,1,1,2,Lost
U1828,17,2,455.36,3,3,3,Loyal
U1829,11,3,712.64,4,4,4,Champions
U1830,14,3,877.72,4,4,5,Champions
U1831,46,1,343.28,1,1,2,Lost
U1832,21,4,947.21,3,5,5,Champions
U1833,8,2,514.47,4,3,3,Loyal
U1837,14,3,869.6500000000001,4,4,5,Champions
U1838,33,2,446.12,2,3,3,At Risk
U1839,48,1,115.66,1,1,1,Lost
U1840,8,2,459.95,4,3,3,Loyal
U1841,27,1,328.72,2,1,2,Lost
U1843,9,1,246.15,4,1,2,At Risk
U1844,32,1,161.61,2,1,1,Lost
U1845,10,4,818.26,4,5,5,Champions
U1847,42,1,254.29,1,1,2,Lost
U1848,22,2,758.72,3,3,4,Loyal
U1849,13,3,961.1700000000001,4,4,5,Champions
U1850,5,2,517.04,5,3,3,Loyal
U1851,46,2,492.64,1,3,3,At Risk
U1852,5,3,165.73000000000002,5,4,1,Loyal
U1853,16,1,114.33,3,1,1,Lost
U1854,36,2,713.14,2,3,4,Loyal
U1855,3,3,587.0,5,4,4,Champions
U1856,26,2,492.56000000000006,2,3,3,At Risk
U1857,17,2,284.54,3,3,2,At Risk
U1859,20,2,749.6600000000001,3,3,4,Loyal
U1860,17,4,1114.08,3,5,5,Champions
U1862,27,2,904.1700000000001,2,3,5,Loyal
U1864,24,2,400.81,3,3,3,Loyal
U1865,6,2,530.3,5,3,4,Champions
U1866,10,1,366.1,4,1,2,At Risk
U1867,14,2,472.14,4,3,3,Loyal
U1868,17,1,192.75,3,1,1,Lost
U1871,43,1,59.83,1,1,1,Lost
U1872,8,1,463.3,4,1,3,At Risk
U1873,46,1,454.64,1,1,3,Lost
U1874,31,1,158.09,2,1,1,Lost
U1875,59,1,61.52,1,1,1,Lost
U1878,25,2,433.31000000000006,3,3,3,Loyal
U1879,15,2,497.37,4,3,3,Loyal
U1880,32,1,243.79,2,1,2,Lost
U1881,34,3,1019.7,2,4,5,Loyal
U1883,21,2,446.84,3,3,3,Loyal
U1884,9,2,788.61,4,3,5,Champions
U1885,7,3,293.40999999999997,5,4,2,Loyal
U1886,21,3,421.72999999999996,3,4,3,Loyal
U1887,18,2,654.98,3,3,4,Loyal
U1888,42,1,452.65,1,1,3,Lost
U1889,4,1,280.05,5,1,2,At Risk
U1890,27,2,621.7,2,3,4,Loyal
U1894,56,1,205.22,1,1,1,Lost
U1895,40,1,463.81,1,1,3,Lost
U1896,5,1,215.75,5,1,1,At Risk
U1897,58,1,140.25,1,1,1,Lost
U1898,13,1,417.78,4,1,3,At Risk
U1899,9,1,362.66,4,1,2,At Risk
U1900,11,3,720.02,4,4,4,Champions
U1901,12,2,705.4,4,3,4,Loyal
U1902,23,1,388.67,3,1,3,At Risk
U1903,39,1,33.64,1,1,1,Lost
U1904,17,3,969.83,3,4,5,Champions
U1905,39,1,187.46,1,1,1,Lost
U1910,7,2,367.74,5,3,2,Loyal
U1911,15,1,479.2,4,1,3,At Risk
U1913,40,2,640.25,1,3,4,At Risk
U1914,38,1,139.97,2,1,1,Lost
U1915,7,2,256.27,5,3,2,Loyal
U1916,32,2,627.13,2,3,4,Loyal
U1918,55,2,547.9399999999999,1,3,4,At Risk
U1921,4,3,340.58,5,4,2,Loyal
U1923,9,2,271.40999999999997,4,3,2,Loyal
U1924,13,4,1466.88,4,5,5,Champions
U1925,58,1,19.46,1,1,1,Lost
U1926,25,1,166.58,3,1,1,Lost
U1927,12,4,1030.85,4,5,5,Champions
U1928,36,1,139.31,2,1,1,Lost
U1929,11,2,259.5,4,3,2,Loyal
U1930,9,2,668.6400000000001,4,3,4,Loyal
U1932,12,1,66.89,4,1,1,At Risk
U1933,6,5,1296.3,5,5,5,Champions
U1934,53,1,386.97,1,1,2,Lost
U1935,60,1,223.79,1,1,1,Lost
U1936,17,3,516.1800000000001,3,4,3,Loyal
U1937,21,2,438.02,3,3,3,Loyal
U1938,18,2,574.86,3,3,4,Loyal
U1939,11,1,490.96,4,1,3,At Risk
U1940,25,1,399.88,3,1,3,At Risk
U1941,14,3,847.02,4,4,5,Champions
U1942,48,2,219.04000000000002,1,3,1,Lost
U1944,13,1,14.68,4,1,1,At Risk
U1945,13,4,919.14,4,5,5,Champions
U1947,1,1,435.92,5,1,3,Loyal
U1948,12,3,987.47,4,4,5,Champions
U1949,15,2,115.4,4,3,1,At Risk
U1950,19,1,476.1,3,1,3,At Risk
U1951,34,5,1501.28,2,5,5,Champions
U1952,1,2,952.38,5,3,5,Champions
U1953,11,2,478.05999999999995,4,3,3,Loyal
U1954,42,1,258.36,1,1,2,Lost
U1956,6,2,560.34,5,3,4,Champions
U1958,2,1,356.33,5,1,2,At Risk
U1959,6,1,73.3,5,1,1,At Risk
U1960,7,3,389.83,5,4,3,Champions
U1961,45,1,228.9,1,1,2,Lost
U1962,12,1,323.17,4,1,2,At Risk
U1963,47,1,363.47,1,1,2,Lost
U1964,10,2,482.19,4,3,3,Loyal
U1965,32,2,412.73,2,3,3,At Risk
U1966,32,3,826.27,2,4,5,Loyal
U1967,29,1,255.36,2,1,2,Lost
U1968,18,3,386.48,3,4,2,Loyal
U1969,19,1,448.58,3,1,3,At Risk
U1971,1,4,1245.48,5,5,5,Champions
U1972,1,3,1101.72,5,4,5,Champions
U1973,2,2,719.9000000000001,5,3,4,Champions
U1974,41,2,172.58999999999997,1,3,1,Lost
U1975,15,2,600.11,4,3,4,Loyal
U1976,2,3,582.71,5,4,4,Champions
U1977,24,5,1081.98,3,5,5,Champions
U1978,2,3,682.67,5,4,4,Champions
U1979,6,1,353.29,5,1,2,At Risk
U1981,13,2,679.27,4,3,4,Loyal
U1982,38,1,471.36,2,1,3,At Risk
U1983,29,2,305.37,2,3,2,At Risk
U1986,15,4,1247.83,4,5,5,Champions
U1987,5,2,435.80999999999995,5,3,3,Loyal
U1989,15,1,167.25,4,1,1,At Risk
U1990,7,2,435.01,5,3,3,Loyal
U1992,8,2,528.63,4,3,4,Loyal
U1995,2,1,215.61,5,1,1,At Risk
U1997,45,1,461.73,1,1,3,Lost
U1999,60,1,246.19,1,1,2,Lost
U2001,40,1,465.59,1,1,3,Lost
U2002,37,2,652.46,2,3,4,Loyal
U2006,18,4,719.5,3,5,4,Champions
U2007,27,1,466.37,2,1,3,At Risk
U2008,21,2,253.6,3,3,2,At Risk
U2009,15,4,680.9300000000001,4,5,4,Champions
U2010,8,3,616.17,4,4,4,Champions
U2012,16,2,565.64,3,3,4,Loyal
U2013,43,2,645.01,1,3,4,At Risk
U2014,54,1,197.09,1,1,1,Lost
U2015,25,3,852.7,3,4,5,Champions
U2016,2,1,143.1,5,1,1,At Risk
U2017,21,2,567.0,3,3,4,Loyal
U2018,2,2,839.96,5,3,5,Champions
U2020,9,2,721.8900000000001,4,3,4,Loyal
U2021,42,2,295.79,1,3,2,At Risk
U2022,14,1,280.42,4,1,2,At Risk
U2023,7,5,1862.92,5,5,5,Champions
U2024,35,1,194.12,2,1,1,Lost
U2026,19,2,579.01,3,3,4,Loyal
U2027,13,1,412.85,4,1,3,At Risk
U2028,50,2,485.33000000000004,1,3,3,At Risk
U2030,1,1,209.07,5,1,1,At Risk
U2032,53,1,138.16,1,1,1,Lost
U2033,31,2,751.01,2,3,4,Loyal
U2034,17,3,524.78,3,4,3,Loyal
U2035,21,1,242.76,3,1,2,At Risk
U2036,7,2,609.62,5,3,4,Champions
U2037,35,2,518.44,2,3,3,At Risk
U2038,15,4,746.29,4,5,4,Champions
U2039,33,2,581.0,2,3,4,Loyal
U2040,21,2,330.37,3,3,2,At Risk
U2044,15,1,201.47,4,1,1,At Risk
U2045,59,1,294.79,1,1,2,Lost
U2046,19,1,193.63,3,1,1,Lost
U2047,31,3,1014.29,2,4,5,Loyal
U2048,4,5,1263.16,5,5,5,Champions
U2049,33,3,967.9,2,4,5,Loyal
U2050,23,2,647.97,3,3,4,Loyal
U2051,14,2,571.75,4,3,4,Loyal
U2052,20,2,495.39,3,3,3,Loyal
U2053,59,1,318.73,1,1,2,Lost
U2054,3,2,216.8,5,3,1,Loyal
U2055,47,2,417.26,1,3,3,At Risk
U2056,3,3,557.8,5,4,4,Champions
U2057,45,1,358.75,1,1,2,Lost
U2058,13,2,606.15,4,3,4,Loyal
U2060,2,2,506.46000000000004,5,3,3,Loyal
U2061,24,1,369.82,3,1,2,At Risk
U2064,53,1,140.58,1,1,1,Lost
U2065,14,2,434.1,4,3,3,Loyal
U2066,35,3,693.01,2,4,4,Loyal
U2068,39,3,351.87,1,4,2,At Risk
U2069,53,1,13.02,1,1,1,Lost
U2070,22,2,562.47,3,3,4,Loyal
U2072,41,2,578.13,1,3,4,At Risk
U2073,19,3,968.3,3,4,5,Champions
U2075,21,3,790.4,3,4,5,Champions
U2076,6,1,103.69,5,1,1,At Risk
U2077,1,2,338.84,5,3,2,Loyal
U2078,2,2,679.9100000000001,5,3,4,Champions
U2079,14,3,424.08,4,4,3,Loyal
U2080,38,1,103.56,2,1,1,Lost
U2081,5,4,1190.21,5,5,5,Champions
U2087,33,1,78.28,2,1,1,Lost
U2090,17,2,409.71,3,3,3,Loyal
U2091,33,1,324.38,2,1,2,Lost
U2092,36,2,437.95,2,3,3,At Risk
U2093,15,3,1002.85,4,4,5,Champions
U2094,6,1,271.29,5,1,2,At Risk
U2095,25,1,354.27,3,1,2,At Risk
U2096,26,3,1222.5,2,4,5,Loyal
U2098,2,4,1027.8400000000001,5,5,5,Champions
U2099,30,1,178.73,2,1,1,Lost
U2100,6,3,791.27,5,4,5,Champions
U2101,12,1,26.75,4,1,1,At Risk
U2103,34,1,379.56,2,1,2,Lost
U2104,9,1,123.5,4,1,1,At Risk
U2105,15,2,265.18,4,3,2,Loyal
U2106,18,4,1199.82,3,5,5,Champions
U2107,3,3,800.85,5,4,5,Champions
U2108,12,1,435.22,4,1,3,At Risk
U2109,10,2,685.35,4,3,4,Loyal
U2112,3,2,224.13,5,3,1,Loyal
U2114,22,3,567.54,3,4,4,Loyal
U2115,3,4,588.55,5,5,4,Champions
U2116,2,4,1398.4,5,5,5,Champions
U2117,38,1,158.06,2,1,1,Lost
U2118,24,2,768.5,3,3,4,Loyal
U2121,48,1,173.48,1,1,1,Lost
U2122,53,1,199.12,1,1,1,Lost
U2124,18,2,195.97,3,3,1,At Risk
U2125,1,2,842.55,5,3,5,Champions
U2126,55,1,340.27,1,1,2,Lost
U2127,34,1,321.13,2,1,2,Lost
U2128,46,1,206.39,1,1,1,Lost
U2129,23,1,34.07,3,1,1,Lost
U2131,6,3,1208.55,5,4,5,Champions
U2132,14,4,1237.07,4,5,5,Champions
U2133,34,2,545.14,2,3,4,Loyal
U2135,39,2,441.53999999999996,1,3,3,At Risk
U2136,7,3,747.04,5,4,4,Champions
U2138,3,1,438.1,5,1,3,Loyal
U2139,18,2,719.1500000000001,3,3,4,Loyal
U2141,40,1,155.67,1,1,1,Lost
U2142,17,1,266.94,3,1,2,At Risk
U2143,55,1,196.03,1,1,1,Lost
U2145,15,4,972.38,4,5,5,Champions
U2146,27,1,25.78,2,1,1,Lost
U2147,4,3,636.97,5,4,4,Champions
U2148,41,2,208.4,1,3,1,Lost
U2149,15,5,1574.1,4,5,5,Champions
U2150,26,2,768.5999999999999,2,3,4,Loyal
U2151,41,2,573.69,1,3,4,At Risk
U2152,9,6,1370.83,4,5,5,Champions
U2153,27,4,1116.9099999999999,2,5,5,Champions
U2154,31,2,733.39,2,3,4,Loyal
U2155,28,1,55.1,2,1,1,Lost
U2156,26,1,77.95,2,1,1,Lost
U2157,16,2,184.62,3,3,1,At Risk
U2158,7,4,1013.35,5,5,5,Champions
U2159,16,2,625.13,3,3,4,Loyal
U2160,39,1,91.29,1,1,1,Lost
U2161,17,2,833.14,3,3,5,Loyal
U2162,33,4,930.75,2,5,5,Champions
U2164,22,2,534.61,3,3,4,Loyal
U2165,19,3,649.21,3,4,4,Loyal
U2166,6,2,692.62,5,3,4,Champions
U2167,22,3,881.9300000000001,3,4,5,Champions
U2168,40,1,398.47,1,1,3,Lost
U2171,13,3,872.97,4,4,5,Champions
U2172,47,1,161.67,1,1,1,Lost
U2174,52,2,636.55,1,3,4,At Risk
U2175,49,3,587.3900000000001,1,4,4,Loyal
U2177,45,1,372.55,1,1,2,Lost
U2178,3,3,758.95,5,4,4,Champions
U2179,33,2,221.53,2,3,1,At Risk
U2180,35,3,922.72,2,4,5,Loyal
U2181,40,1,434.67,1,1,3,Lost
U2182,48,2,311.01,1,3,2,At Risk
U2183,10,1,315.87,4,1,2,At Risk
U2184,5,2,962.35,5,3,5,Champions
U2185,1,3,899.63,5,4,5,Champions
U2186,8,2,700.91,4,3,4,Loyal
U2187,9,2,519.71,4,3,3,Loyal
U2188,34,3,817.92,2,4,5,Loyal
U2189,31,2,631.0799999999999,2,3,4,Loyal
U2190,49,2,682.61,1,3,4,At Risk
U2193,22,2,669.48,3,3,4,Loyal
U2194,30,3,254.14,2,4,2,At Risk
U2195,5,2,545.3,5,3,4,Champions
U2196,39,2,617.1700000000001,1,3,4,At Risk
U2197,13,2,727.1600000000001,4,3,4,Loyal
U2198,29,1,412.81,2,1,3,At Risk
U2199,16,1,224.47,3,1,2,At Risk
U2200,30,2,174.23000000000002,2,3,1,At Risk
U2201,21,2,783.37,3,3,5,Loyal
U2202,3,3,287.94,5,4,2,Loyal
U2203,36,1,159.23,2,1,1,Lost
U2204,2,3,1175.17,5,4,5,Champions
U2205,30,1,241.69,2,1,2,Lost
U2208,9,2,303.21999999999997,4,3,2,Loyal
U2209,5,2,546.53,5,3,4,Champions
U2210,15,3,957.92,4,4,5,Champions
U2211,45,1,485.25,1,1,3,Lost
U2213,27,2,492.19,2,3,3,At Risk
U2214,35,4,473.5,2,5,3,Loyal
U2215,32,1,499.69,2,1,3,At Risk
U2216,26,1,162.16,2,1,1,Lost
U2217,43,2,141.51,1,3,1,Lost
U2218,57,1,485.49,1,1,3,Lost
U2220,19,2,852.12,3,3,5,Loyal
U2221,5,1,212.97,5,1,1,At Risk
U2222,48,1,250.51,1,1,2,Lost
U2223,6,4,1442.1100000000001,5,5,5,Champions
U2224,39,2,741.4,1,3,4,At Risk
U2225,10,1,145.11,4,1,1,At Risk
U2226,51,1,117.79,1,1,1,Lost
U2227,14,4,1059.9,4,5,5,Champions
U2228,37,1,175.31,2,1,1,Lost
U2229,11,1,362.56,4,1,2,At Risk
U2230,8,3,367.6,4,4,2,Loyal
U2232,4,3,882.71,5,4,5,Champions
U2233,4,1,307.07,5,1,2,At Risk
U2234,54,2,714.73,1,3,4,At Risk
U2235,42,1,263.27,1,1,2,Lost
U2236,8,3,537.76,4,4,4,Champions
U2238,6,2,253.04000000000002,5,3,2,Loyal
U2239,16,3,520.9499999999999,3,4,3,Loyal
U2241,24,3,756.38,3,4,4,Loyal
U2243,3,2,552.01,5,3,4,Champions
U2244,3,1,365.48,5,1,2,At Risk
U2246,1,5,1843.44,5,5,5,Champions
U2247,36,3,399.19,2,4,3,Loyal
U2249,21,2,641.42,3,3,4,Loyal
U2250,6,3,668.84,5,4,4,Champions
U2251,17,1,454.63,3,1,3,At Risk
U2252,18,3,1311.07,3,4,5,Champions
U2253,56,1,163.82,1,1,1,Lost
U2254,22,1,370.22,3,1,2,At Risk
U2255,49,2,633.82,1,3,4,At Risk
U2256,8,1,427.89,4,1,3,At Risk
U2257,7,2,785.1800000000001,5,3,5,Champions
U2258,55,1,409.01,1,1,3,Lost
U2259,42,1,99.64,1,1,1,Lost
U2261,54,1,173.32,1,1,1,Lost
U2263,29,2,476.57000000000005,2,3,3,At Risk
U2264,39,1,29.94,1,1,1,Lost
U2265,29,3,962.13,2,4,5,Loyal
U2266,7,7,1689.77,5,5,5,Champions
U2267,17,2,615.45,3,3,4,Loyal
U2268,7,2,496.81,5,3,3,Loyal
U2269,6,2,471.99,5,3,3,Loyal
U2270,2,3,603.12,5,4,4,Champions
U2271,21,2,608.44,3,3,4,Loyal
U2274,21,2,920.39,3,3,5,Loyal
U2275,2,1,137.18,5,1,1,At Risk
U2276,40,1,115.33,1,1,1,Lost
U2277,5,1,184.09,5,1,1,At Risk
U2278,1,3,596.93,5,4,4,Champions
U2280,7,2,667.3,5,3,4,Champions
U2281,33,2,480.72999999999996,2,3,3,At Risk
U2282,10,2,611.65,4,3,4,Loyal
U2285,17,4,881.4,3,5,5,Champions
U2286,13,1,100.86,4,1,1,At Risk
U2287,19,3,587.09,3,4,4,Loyal
U2288,27,1,459.66,2,1,3,At Risk
U2289,21,1,24.35,3,1,1,Lost
U2292,12,5,811.47,4,5,5,Champions
U2293,46,1,304.37,1,1,2,Lost
U2294,35,1,108.18,2,1,1,Lost
U2295,15,3,971.39,4,4,5,Champions
U2296,8,1,488.88,4,1,3,At Risk
U2297,36,2,652.67,2,3,4,Loyal
U2298,26,1,258.94,2,1,2,Lost
U2299,5,5,1288.29,5,5,5,Champions
U2302,12,2,408.63,4,3,3,Loyal
U2303,9,2,504.49,4,3,3,Loyal
U2304,9,1,229.42,4,1,2,At Risk
U2305,5,4,1203.75,5,5,5,Champions
U2306,2,3,590.18,5,4,4,Champions
U2307,19,2,275.31,3,3,2,At Risk
U2308,10,4,712.85,4,5,4,Champions
U2309,60,1,199.8,1,1,1,Lost
U2310,6,2,696.71,5,3,4,Champions
U2311,20,1,338.91,3,1,2,At Risk
U2312,34,2,672.4300000000001,2,3,4,Loyal
U2313,25,2,814.54,3,3,5,Loyal
U2314,3,1,462.82,5,1,3,Loyal
U2315,20,1,467.29,3,1,3,At Risk
U2316,28,1,243.42,2,1,2,Lost
U2317,19,3,261.99,3,4,2,Loyal
U2318,5,2,395.36,5,3,3,Loyal
U2319,48,1,31.39,1,1,1,Lost
U2320,38,1,329.65,2,1,2,Lost
U2321,30,2,636.98,2,3,4,Loyal
U2322,39,1,119.96,1,1,1,Lost
U2323,42,3,488.53,1,4,3,At Risk
U2327,9,2,104.67,4,3,1,At Risk
U2329,26,3,905.78,2,4,5,Loyal
U2330,14,3,1081.08,4,4,5,Champions
U2331,12,2,614.38,4,3,4,Loyal
U2332,35,1,294.25,2,1,2,Lost
U2337,13,1,337.27,4,1,2,At Risk
U2338,58,1,361.43,1,1,2,Lost
U2339,3,1,496.61,5,1,3,Loyal
U2341,24,2,547.71,3,3,4,Loyal
U2342,14,2,431.34999999999997,4,3,3,Loyal
U2344,38,1,164.43,2,1,1,Lost
U2345,19,2,904.51,3,3,5,Loyal
U2346,41,1,490.74,1,1,3,Lost
U2347,31,2,625.51,2,3,4,Loyal
U2348,6,4,810.37,5,5,5,Champions
U2349,40,3,966.35,1,4,5,Loyal
U2350,23,2,401.42,3,3,3,Loyal
U2351,4,1,246.43,5,1,2,At Risk
U2352,45,2,289.34000000000003,1,3,2,At Risk
U2353,29,1,274.75,2,1,2,Lost
U2354,32,2,102.02,2,3,1,At Risk
U2355,15,2,593.23,4,3,4,Loyal
U2356,16,1,201.04,3,1,1,Lost
U2357,40,1,192.92,1,1,1,Lost
U2358,22,3,844.01,3,4,5,Champions
U2359,15,3,1027.83,4,4,5,Champions
U2360,54,1,336.08,1,1,2,Lost
U2362,11,2,476.13,4,3,3,Loyal
U2364,21,5,1656.55,3,5,5,Champions
U2365,7,3,673.34,5,4,4,Champions
U2367,5,2,796.72,5,3,5,Champions
U2368,7,1,379.38,5,1,2,At Risk
U2369,44,2,426.89,1,3,3,At Risk
U2370,18,4,1417.13,3,5,5,Champions
U2371,39,2,399.19,1,3,3,At Risk
U2372,14,1,283.75,4,1,2,At Risk
U2373,3,5,1085.73,5,5,5,Champions
U2374,18,1,181.78,3,1,1,Lost
U2375,38,1,410.2,2,1,3,At Risk
U2377,20,2,575.16,3,3,4,Loyal
U2378,12,2,744.2,4,3,4,Loyal
U2379,5,2,787.2,5,3,5,Champions
U2380,36,2,818.3,2,3,5,Loyal
U2381,37,2,585.71,2,3,4,Loyal
U2382,43,2,422.74,1,3,3,At Risk
U2383,1,3,855.23,5,4,5,Champions
U2384,53,2,925.4300000000001,1,3,5,Loyal
U2385,7,2,233.64,5,3,2,Loyal
U2386,1,5,1212.4099999999999,5,5,5,Champions
U2388,22,2,470.1,3,3,3,Loyal
U2389,20,3,579.2,3,4,4,Loyal
U2391,3,4,1079.48,5,5,5,Champions
U2393,39,3,630.36,1,4,4,Loyal
U2394,2,2,421.35,5,3,3,Loyal
U2395,28,3,1337.58,2,4,5,Loyal
U2396,32,1,271.91,2,1,2,Lost
U2398,16,3,310.0,3,4,2,Loyal
U2399,2,4,1287.39,5,5,5,Champions
U2400,52,1,253.01,1,1,2,Lost
U2402,1,3,1206.04,5,4,5,Champions
U2403,27,3,627.83,2,4,4,Loyal
U2404,32,1,111.52,2,1,1,Lost
U2405,7,3,794.45,5,4,5,Champions
U2407,10,2,509.96999999999997,4,3,3,Loyal
U2408,6,1,157.21,5,1,1,At Risk
U2409,7,1,283.75,5,1,2,At Risk
U2410,18,1,249.93,3,1,2,At Risk
U2413,15,1,407.91,4,1,3,At Risk
U2414,14,2,857.55,4,3,5,Champions
U2415,6,1,217.05,5,1,1,At Risk
U2417,1,3,759.9,5,4,4,Champions
U2418,3,5,1441.19,5,5,5,Champions
U2419,21,2,312.99,3,3,2,At Risk
U2420,60,1,448.57,1,1,3,Lost
U2421,33,4,1239.42,2,5,5,Champions
U2422,21,1,41.07,3,1,1,Lost
U2423,27,3,960.43,2,4,5,Loyal
U2425,58,1,228.5,1,1,2,Lost
U2429,7,1,226.73,5,1,2,At Risk
U2431,31,2,498.22,2,3,3,At Risk
U2432,9,5,1205.3899999999999,4,5,5,Champions
U2433,31,1,307.45,2,1,2,Lost
U2434,25,2,635.46,3,3,4,Loyal
U2435,7,2,232.36,5,3,2,Loyal
U2438,58,1,451.69,1,1,3,Lost
U2441,17,2,512.24,3,3,3,Loyal
U2443,22,1,14.11,3,1,1,Lost
U2444,13,3,568.42,4,4,4,Champions
U2445,13,1,221.62,4,1,1,At Risk
U2446,32,1,179.47,2,1,1,Lost
U2448,12,4,891.38,4,5,5,Champions
U2449,32,1,42.41,2,1,1,Lost
U2450,40,1,487.76,1,1,3,Lost
U2451,15,4,922.13,4,5,5,Champions
U2452,39,1,258.14,1,1,2,Lost
U2453,35,1,157.88,2,1,1,Lost
U2454,9,3,814.93,4,4,5,Champions
U2455,1,4,1193.26,5,5,5,Champions
U2457,20,4,1273.85,3,5,5,Champions
U2458,12,1,359.14,4,1,2,At Risk
U2459,26,3,478.03000000000003,2,4,3,Loyal
U2460,5,2,265.76,5,3,2,Loyal
U2461,36,2,682.9499999999999,2,3,4,Loyal
U2462,2,4,909.6800000000001,5,5,5,Champions
U2464,29,3,789.61,2,4,5,Loyal
U2465,28,1,16.87,2,1,1,Lost
U2466,6,2,501.95,5,3,3,Loyal
U2468,13,3,449.84999999999997,4,4,3,Loyal
U2470,25,3,736.31,3,4,4,Loyal
U2471,2,3,874.1600000000001,5,4,5,Champions
U2473,9,1,479.48,4,1,3,At Risk
U2474,22,3,680.63,3,4,4,Loyal
U2475,5,3,291.09000000000003,5,4,2,Loyal
U2477,42,1,388.76,1,1,3,Lost
U2478,39,2,556.27,1,3,4,At Risk
U2479,35,2,570.31,2,3,4,Loyal
U2480,39,2,495.61,1,3,3,At Risk
U2482,16,1,204.88,3,1,1,Lost
U2483,22,1,360.28,3,1,2,At Risk
U2484,45,2,446.39,1,3,3,At Risk
U2485,12,1,272.07,4,1,2,At Risk
U2487,4,4,808.4200000000001,5,5,5,Champions
U2488,54,2,553.78,1,3,4,At Risk
U2489,12,1,295.0,4,1,2,At Risk
U2490,27,1,288.57,2,1,2,Lost
U2491,46,1,151.63,1,1,1,Lost
U2492,52,2,314.51,1,3,2,At Risk
U2495,34,1,120.56,2,1,1,Lost
U2496,55,1,432.25,1,1,3,Lost
U2499,28,2,263.75,2,3,2,At Risk
U2501,15,2,761.2,4,3,4,Loyal
U2502,1,4,1110.27,5,5,5,Champions
U2503,24,2,246.55,3,3,2,At Risk
U2504,54,1,398.44,1,1,3,Lost
U2505,9,4,1303.47,4,5,5,Champions
U2506,20,1,447.03,3,1,3,At Risk
U2507,10,3,468.51000000000005,4,4,3,Loyal
U2508,41,2,657.81,1,3,4,At Risk
U2509,16,3,973.77,3,4,5,Champions
U2510,8,3,574.45,4,4,4,Champions
U2511,24,3,420.70000000000005,3,4,3,Loyal
U2512,10,3,1141.4099999999999,4,4,5,Champions
U2513,12,2,541.0600000000001,4,3,4,Loyal
U2515,35,3,788.29,2,4,5,Loyal
U2516,5,2,310.58,5,3,2,Loyal
U2517,22,4,340.57,3,5,2,Loyal
U2518,17,2,666.78,3,3,4,Loyal
U2519,23,2,297.61,3,3,2,At Risk
U2521,16,1,394.36,3,1,3,At Risk
U2522,33,3,823.41,2,4,5,Loyal
U2523,21,4,980.9000000000001,3,5,5,Champions
U2524,43,1,339.32,1,1,2,Lost
U2525,11,4,1013.8399999999999,4,5,5,Champions
U2527,13,1,448.42,4,1,3,At Risk
U2528,20,1,26.75,3,1,1,Lost
U2530,44,2,562.27,1,3,4,At Risk
U2531,26,1,24.81,2,1,1,Lost
U2532,31,2,385.03,2,3,2,At Risk
U2535,36,2,240.5,2,3,2,At Risk
